Threshold,lambda,Accuracy,Big model percentage,loss,custom_loss,Best_loss,Best_threshold
0.8,0.1,94.9040797632315,5.874736121810864,0.19609901109677405,0.2600990110967741,0.2600990110967741,0.8
0.8222222222222223,0.1,94.98816426546554,6.4754273973206296,0.19313252768815342,0.2607374659597584,0.2600990110967741,0.8
0.8444444444444444,0.1,95.02913443917907,7.10996688920471,0.19082037862021486,0.2621290205955235,0.2600990110967741,0.8
0.8666666666666667,0.1,95.19837552105065,7.939746391051122,0.1860246032257749,0.26113571433688604,0.2600990110967741,0.8
0.888888888888889,0.1,95.25573376424958,8.813712298821521,0.1827881619466813,0.2618005076256936,0.2600990110967741,0.8
0.9111111111111111,0.1,95.39824858708607,9.905356165975409,0.1802925079950899,0.2633048536741022,0.2600990110967741,0.8
0.9333333333333333,0.1,95.36547244811524,11.215060576997944,0.17721048990755423,0.26432160101866536,0.2600990110967741,0.8
0.9555555555555555,0.1,95.45775098509199,13.099419497413479,0.17064488499554958,0.2619535269708582,0.2600990110967741,0.8
0.9777777777777777,0.1,95.49267127886978,17.068737735224293,0.16258621469242698,0.25819115296403194,0.25819115296403194,0.9777777777777777
1.0,0.1,95.5999210614693,100.0,0.14064098806408365,0.24064098806408366,0.24064098806408366,1.0
0.8,0.08900000000000001,94.9040797632315,5.874736121810864,0.19609901109677405,0.2530590110967741,0.2530590110967741,0.8
0.8222222222222223,0.08900000000000001,94.98816426546554,6.4754273973206296,0.19313252768815342,0.2533009227498818,0.2530590110967741,0.8
0.8444444444444444,0.08900000000000001,95.02913443917907,7.10996688920471,0.19082037862021486,0.2542850699782396,0.2530590110967741,0.8
0.8666666666666667,0.08900000000000001,95.19837552105065,7.939746391051122,0.1860246032257749,0.2528734921146638,0.2528734921146638,0.8666666666666667
0.888888888888889,0.08900000000000001,95.25573376424958,8.813712298821521,0.1827881619466813,0.2531091496010023,0.2528734921146638,0.8666666666666667
0.9111111111111111,0.08900000000000001,95.39824858708607,9.905356165975409,0.1802925079950899,0.2541734956494109,0.2528734921146638,0.8666666666666667
0.9333333333333333,0.08900000000000001,95.36547244811524,11.215060576997944,0.17721048990755423,0.25473937879644315,0.2528734921146638,0.8666666666666667
0.9555555555555555,0.08900000000000001,95.45775098509199,13.099419497413479,0.17064488499554958,0.25190957635357425,0.25190957635357425,0.9555555555555555
0.9777777777777777,0.08900000000000001,95.49267127886978,17.068737735224293,0.16258621469242698,0.2476746097541554,0.2476746097541554,0.9777777777777777
1.0,0.08900000000000001,95.5999210614693,100.0,0.14064098806408365,0.22964098806408367,0.22964098806408367,1.0
0.8,0.078,94.9040797632315,5.874736121810864,0.19609901109677405,0.24601901109677407,0.24601901109677407,0.8
0.8222222222222223,0.078,94.98816426546554,6.4754273973206296,0.19313252768815342,0.24586437954000528,0.24586437954000528,0.8222222222222223
0.8444444444444444,0.078,95.02913443917907,7.10996688920471,0.19082037862021486,0.2464411193609556,0.24586437954000528,0.8222222222222223
0.8666666666666667,0.078,95.19837552105065,7.939746391051122,0.1860246032257749,0.24461126989244159,0.24461126989244159,0.8666666666666667
0.888888888888889,0.078,95.25573376424958,8.813712298821521,0.1827881619466813,0.24441779157631094,0.24441779157631094,0.888888888888889
0.9111111111111111,0.078,95.39824858708607,9.905356165975409,0.1802925079950899,0.24504213762471952,0.24441779157631094,0.888888888888889
0.9333333333333333,0.078,95.36547244811524,11.215060576997944,0.17721048990755423,0.24515715657422088,0.24441779157631094,0.888888888888889
0.9555555555555555,0.078,95.45775098509199,13.099419497413479,0.17064488499554958,0.2418656257362903,0.2418656257362903,0.9555555555555555
0.9777777777777777,0.078,95.49267127886978,17.068737735224293,0.16258621469242698,0.23715806654427884,0.23715806654427884,0.9777777777777777
1.0,0.078,95.5999210614693,100.0,0.14064098806408365,0.21864098806408366,0.21864098806408366,1.0
0.8,0.067,94.9040797632315,5.874736121810864,0.19609901109677405,0.23897901109677405,0.23897901109677405,0.8
0.8222222222222223,0.067,94.98816426546554,6.4754273973206296,0.19313252768815342,0.23842783633012873,0.23842783633012873,0.8222222222222223
0.8444444444444444,0.067,95.02913443917907,7.10996688920471,0.19082037862021486,0.23859716874367165,0.23842783633012873,0.8222222222222223
0.8666666666666667,0.067,95.19837552105065,7.939746391051122,0.1860246032257749,0.23634904767021936,0.23634904767021936,0.8666666666666667
0.888888888888889,0.067,95.25573376424958,8.813712298821521,0.1827881619466813,0.23572643355161957,0.23572643355161957,0.888888888888889
0.9111111111111111,0.067,95.39824858708607,9.905356165975409,0.1802925079950899,0.23591077960002815,0.23572643355161957,0.888888888888889
0.9333333333333333,0.067,95.36547244811524,11.215060576997944,0.17721048990755423,0.23557493435199867,0.23557493435199867,0.9333333333333333
0.9555555555555555,0.067,95.45775098509199,13.099419497413479,0.17064488499554958,0.23182167511900637,0.23182167511900637,0.9555555555555555
0.9777777777777777,0.067,95.49267127886978,17.068737735224293,0.16258621469242698,0.2266415233344023,0.2266415233344023,0.9777777777777777
1.0,0.067,95.5999210614693,100.0,0.14064098806408365,0.20764098806408365,0.20764098806408365,1.0
0.8,0.056,94.9040797632315,5.874736121810864,0.19609901109677405,0.23193901109677406,0.23193901109677406,0.8
0.8222222222222223,0.056,94.98816426546554,6.4754273973206296,0.19313252768815342,0.23099129312025218,0.23099129312025218,0.8222222222222223
0.8444444444444444,0.056,95.02913443917907,7.10996688920471,0.19082037862021486,0.23075321812638772,0.23075321812638772,0.8444444444444444
0.8666666666666667,0.056,95.19837552105065,7.939746391051122,0.1860246032257749,0.22808682544799713,0.22808682544799713,0.8666666666666667
0.888888888888889,0.056,95.25573376424958,8.813712298821521,0.1827881619466813,0.2270350755269282,0.2270350755269282,0.888888888888889
0.9111111111111111,0.056,95.39824858708607,9.905356165975409,0.1802925079950899,0.22677942157533681,0.22677942157533681,0.9111111111111111
0.9333333333333333,0.056,95.36547244811524,11.215060576997944,0.17721048990755423,0.22599271212977645,0.22599271212977645,0.9333333333333333
0.9555555555555555,0.056,95.45775098509199,13.099419497413479,0.17064488499554958,0.22177772450172242,0.22177772450172242,0.9555555555555555
0.9777777777777777,0.056,95.49267127886978,17.068737735224293,0.16258621469242698,0.21612498012452575,0.21612498012452575,0.9777777777777777
1.0,0.056,95.5999210614693,100.0,0.14064098806408365,0.19664098806408364,0.19664098806408364,1.0
0.8,0.045,94.9040797632315,5.874736121810864,0.19609901109677405,0.22489901109677407,0.22489901109677407,0.8
0.8222222222222223,0.045,94.98816426546554,6.4754273973206296,0.19313252768815342,0.22355474991037566,0.22355474991037566,0.8222222222222223
0.8444444444444444,0.045,95.02913443917907,7.10996688920471,0.19082037862021486,0.22290926750910375,0.22290926750910375,0.8444444444444444
0.8666666666666667,0.045,95.19837552105065,7.939746391051122,0.1860246032257749,0.2198246032257749,0.2198246032257749,0.8666666666666667
0.888888888888889,0.045,95.25573376424958,8.813712298821521,0.1827881619466813,0.21834371750223686,0.21834371750223686,0.888888888888889
0.9111111111111111,0.045,95.39824858708607,9.905356165975409,0.1802925079950899,0.21764806355064545,0.21764806355064545,0.9111111111111111
0.9333333333333333,0.045,95.36547244811524,11.215060576997944,0.17721048990755423,0.21641048990755424,0.21641048990755424,0.9333333333333333
0.9555555555555555,0.045,95.45775098509199,13.099419497413479,0.17064488499554958,0.21173377388443845,0.21173377388443845,0.9555555555555555
0.9777777777777777,0.045,95.49267127886978,17.068737735224293,0.16258621469242698,0.2056084369146492,0.2056084369146492,0.9777777777777777
1.0,0.045,95.5999210614693,100.0,0.14064098806408365,0.18564098806408363,0.18564098806408363,1.0
0.8,0.034,94.9040797632315,5.874736121810864,0.19609901109677405,0.21785901109677405,0.21785901109677405,0.8
0.8222222222222223,0.034,94.98816426546554,6.4754273973206296,0.19313252768815342,0.2161182067004991,0.2161182067004991,0.8222222222222223
0.8444444444444444,0.034,95.02913443917907,7.10996688920471,0.19082037862021486,0.2150653168918198,0.2150653168918198,0.8444444444444444
0.8666666666666667,0.034,95.19837552105065,7.939746391051122,0.1860246032257749,0.21156238100355268,0.21156238100355268,0.8666666666666667
0.888888888888889,0.034,95.25573376424958,8.813712298821521,0.1827881619466813,0.20965235947754549,0.20965235947754549,0.888888888888889
0.9111111111111111,0.034,95.39824858708607,9.905356165975409,0.1802925079950899,0.20851670552595408,0.20851670552595408,0.9111111111111111
0.9333333333333333,0.034,95.36547244811524,11.215060576997944,0.17721048990755423,0.206828267685332,0.206828267685332,0.9333333333333333
0.9555555555555555,0.034,95.45775098509199,13.099419497413479,0.17064488499554958,0.2016898232671545,0.2016898232671545,0.9555555555555555
0.9777777777777777,0.034,95.49267127886978,17.068737735224293,0.16258621469242698,0.19509189370477267,0.19509189370477267,0.9777777777777777
1.0,0.034,95.5999210614693,100.0,0.14064098806408365,0.17464098806408365,0.17464098806408365,1.0
0.8,0.022999999999999993,94.9040797632315,5.874736121810864,0.19609901109677405,0.21081901109677406,0.21081901109677406,0.8
0.8222222222222223,0.022999999999999993,94.98816426546554,6.4754273973206296,0.19313252768815342,0.20868166349062256,0.20868166349062256,0.8222222222222223
0.8444444444444444,0.022999999999999993,95.02913443917907,7.10996688920471,0.19082037862021486,0.20722136627453586,0.20722136627453586,0.8444444444444444
0.8666666666666667,0.022999999999999993,95.19837552105065,7.939746391051122,0.1860246032257749,0.20330015878133045,0.20330015878133045,0.8666666666666667
0.888888888888889,0.022999999999999993,95.25573376424958,8.813712298821521,0.1827881619466813,0.20096100145285412,0.20096100145285412,0.888888888888889
0.9111111111111111,0.022999999999999993,95.39824858708607,9.905356165975409,0.1802925079950899,0.19938534750126272,0.19938534750126272,0.9111111111111111
0.9333333333333333,0.022999999999999993,95.36547244811524,11.215060576997944,0.17721048990755423,0.19724604546310978,0.19724604546310978,0.9333333333333333
0.9555555555555555,0.022999999999999993,95.45775098509199,13.099419497413479,0.17064488499554958,0.19164587264987057,0.19164587264987057,0.9555555555555555
0.9777777777777777,0.022999999999999993,95.49267127886978,17.068737735224293,0.16258621469242698,0.18457535049489612,0.18457535049489612,0.9777777777777777
1.0,0.022999999999999993,95.5999210614693,100.0,0.14064098806408365,0.16364098806408364,0.16364098806408364,1.0
0.8,0.011999999999999997,94.9040797632315,5.874736121810864,0.19609901109677405,0.20377901109677404,0.20377901109677404,0.8
0.8222222222222223,0.011999999999999997,94.98816426546554,6.4754273973206296,0.19313252768815342,0.201245120280746,0.201245120280746,0.8222222222222223
0.8444444444444444,0.011999999999999997,95.02913443917907,7.10996688920471,0.19082037862021486,0.1993774156572519,0.1993774156572519,0.8444444444444444
0.8666666666666667,0.011999999999999997,95.19837552105065,7.939746391051122,0.1860246032257749,0.19503793655910823,0.19503793655910823,0.8666666666666667
0.888888888888889,0.011999999999999997,95.25573376424958,8.813712298821521,0.1827881619466813,0.19226964342816277,0.19226964342816277,0.888888888888889
0.9111111111111111,0.011999999999999997,95.39824858708607,9.905356165975409,0.1802925079950899,0.19025398947657138,0.19025398947657138,0.9111111111111111
0.9333333333333333,0.011999999999999997,95.36547244811524,11.215060576997944,0.17721048990755423,0.18766382324088757,0.18766382324088757,0.9333333333333333
0.9555555555555555,0.011999999999999997,95.45775098509199,13.099419497413479,0.17064488499554958,0.18160192203258663,0.18160192203258663,0.9555555555555555
0.9777777777777777,0.011999999999999997,95.49267127886978,17.068737735224293,0.16258621469242698,0.17405880728501957,0.17405880728501957,0.9777777777777777
1.0,0.011999999999999997,95.5999210614693,100.0,0.14064098806408365,0.15264098806408366,0.15264098806408366,1.0
0.8,0.001,94.9040797632315,5.874736121810864,0.19609901109677405,0.19673901109677405,0.19673901109677405,0.8
0.8222222222222223,0.001,94.98816426546554,6.4754273973206296,0.19313252768815342,0.19380857707086946,0.19380857707086946,0.8222222222222223
0.8444444444444444,0.001,95.02913443917907,7.10996688920471,0.19082037862021486,0.19153346503996796,0.19153346503996796,0.8444444444444444
0.8666666666666667,0.001,95.19837552105065,7.939746391051122,0.1860246032257749,0.18677571433688603,0.18677571433688603,0.8666666666666667
0.888888888888889,0.001,95.25573376424958,8.813712298821521,0.1827881619466813,0.18357828540347143,0.18357828540347143,0.888888888888889
0.9111111111111111,0.001,95.39824858708607,9.905356165975409,0.1802925079950899,0.18112263145188,0.18112263145188,0.9111111111111111
0.9333333333333333,0.001,95.36547244811524,11.215060576997944,0.17721048990755423,0.17808160101866533,0.17808160101866533,0.9333333333333333
0.9555555555555555,0.001,95.45775098509199,13.099419497413479,0.17064488499554958,0.17155797141530266,0.17155797141530266,0.9555555555555555
0.9777777777777777,0.001,95.49267127886978,17.068737735224293,0.16258621469242698,0.16354226407514302,0.16354226407514302,0.9777777777777777
1.0,0.001,95.5999210614693,100.0,0.14064098806408365,0.14164098806408365,0.14164098806408365,1.0
